id,t_depart_secs,t_arrival_secs,t_traveltime_secs,origin,destiny,route_detail,route_path_num,is_attended,has_finished
456,478,616,138,0/1to1/1,1/11to1/12,0/1to1/1:1/1to1/2:1/2to1/3:1/3to1/4:1/4to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to1/10:1/10to1/11:1/11to1/12:,12,False,True
1890,479,605,126,13/14to13/13,13/4to13/3,13/14to13/13:13/13to13/12:13/12to13/11:13/11to13/10:13/10to13/9:13/9to13/8:13/8to13/7:13/7to13/6:13/6to13/5:13/5to13/4:13/4to13/3:,11,True,True
1620,479,622,143,1/1to2/1,4/9to4/8,1/1to2/1:2/1to2/2:2/2to2/3:2/3to2/4:2/4to2/5:2/5to2/6:2/6to2/7:2/7to2/8:2/8to2/9:2/9to3/9:3/9to4/9:4/9to4/8:,12,False,True
623,479,591,112,top9to9/15,4/13to5/13,top9to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to4/14:4/14to4/13:4/13to5/13:,9,True,True
1311,479,804,325,12/10to11/10,4/0tobottom4,12/10to11/10:11/10to10/10:10/10to9/10:9/10to8/10:8/10to7/10:7/10to6/10:6/10to5/10:5/10to4/10:4/10to4/9:4/9to4/8:4/8to4/7:4/7to4/6:4/6to4/5:4/5to4/4:4/4to4/3:4/3to4/2:4/2to4/1:4/1to4/0:4/0tobottom4:,19,False,True
344,479,875,396,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,True,True
787,480,700,220,bottom9to9/0,2/10to1/10,bottom9to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to2/1:2/1to2/2:2/2to2/3:2/3to2/4:2/4to2/5:2/5to2/6:2/6to2/7:2/7to2/8:2/8to2/9:2/9to2/10:2/10to1/10:,19,False,True
3191,480,623,143,11/5to11/6,14/13to14/12,11/5to11/6:11/6to11/7:11/7to11/8:11/8to11/9:11/9to11/10:11/10to11/11:11/11to11/12:11/12to11/13:11/13to12/13:12/13to13/13:13/13to14/13:14/13to14/12:,12,True,True
1094,480,676,196,11/10to11/11,4/13to3/13,11/10to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to6/11:6/11to5/11:5/11to4/11:4/11to4/12:4/12to4/13:4/13to3/13:,11,True,True
1583,480,527,47,7/14to7/13,8/12to8/11,7/14to7/13:7/13to7/12:7/12to8/12:8/12to8/11:,4,True,True
2989,480,728,248,left3to0/3,9/11to9/10,left3to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to1/11:1/11to2/11:2/11to3/11:3/11to4/11:4/11to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:9/11to9/10:,19,True,True
1017,480,578,98,9/3to8/3,6/7to5/7,9/3to8/3:8/3to7/3:7/3to6/3:6/3to6/4:6/4to6/5:6/5to6/6:6/6to6/7:6/7to5/7:,8,True,True
1792,480,622,142,0/6to0/5,4/0to5/0,0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:,11,True,True
2054,481,756,275,14/7to14/6,7/6to6/6,14/7to14/6:14/6to13/6:13/6to12/6:12/6to11/6:11/6to10/6:10/6to9/6:9/6to8/6:8/6to7/6:7/6to6/6:,9,False,True
2216,481,680,199,10/2to10/3,13/15to14/15,10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:,17,False,True
1047,482,664,182,8/1to8/2,9/15to10/15,8/1to8/2:8/2to8/3:8/3to8/4:8/4to8/5:8/5to8/6:8/6to8/7:8/7to8/8:8/8to8/9:8/9to8/10:8/10to8/11:8/11to8/12:8/12to8/13:8/13to8/14:8/14to8/15:8/15to9/15:9/15to10/15:,16,True,True
614,482,625,143,6/11to6/10,2/4to1/4,6/11to6/10:6/10to5/10:5/10to4/10:4/10to3/10:3/10to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to1/4:,12,False,True
1210,482,619,137,14/7to14/6,9/2to8/2,14/7to14/6:14/6to13/6:13/6to12/6:12/6to11/6:11/6to11/5:11/5to11/4:11/4to11/3:11/3to11/2:11/2to10/2:10/2to9/2:9/2to8/2:,11,True,True
455,482,765,283,top15to15/15,3/6to3/5,top15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to3/14:3/14to3/13:3/13to3/12:3/12to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:,23,False,True
2806,482,525,43,9/3to8/3,8/2to8/1,9/3to8/3:8/3to8/2:8/2to8/1:,3,False,True
364,482,869,387,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
559,482,498,16,right12to15/12,15/12to14/12,right12to15/12:15/12to14/12:,2,True,True
2139,483,778,295,14/12to14/11,6/6to5/6,14/12to14/11:14/11to13/11:13/11to12/11:12/11to11/11:11/11to10/11:10/11to9/11:9/11to8/11:8/11to7/11:7/11to6/11:6/11to6/10:6/10to6/9:6/9to6/8:6/8to6/7:6/7to6/6:6/6to5/6:,15,True,True
3367,483,638,155,7/8to6/8,1/13to1/14,7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to2/8:2/8to1/8:1/8to1/9:1/9to1/10:1/10to1/11:1/11to1/12:1/12to1/13:1/13to1/14:,12,False,True
2195,484,731,247,1/15to2/15,10/5to10/4,1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:,20,False,True
2559,484,609,125,11/10to10/10,14/15totop14,11/10to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15totop14:,11,False,True
3072,484,564,80,5/3to4/3,7/4to8/4,5/3to4/3:4/3to4/4:4/4to5/4:5/4to6/4:6/4to7/4:7/4to8/4:,6,True,True
2603,484,645,161,11/13to10/13,3/15to4/15,11/13to10/13:10/13to9/13:9/13to8/13:8/13to7/13:7/13to6/13:6/13to5/13:5/13to4/13:4/13to3/13:3/13to3/14:3/14to3/15:3/15to4/15:,11,True,True
1621,484,562,78,3/7to3/8,6/9to6/10,3/7to3/8:3/8to3/9:3/9to4/9:4/9to5/9:5/9to6/9:6/9to6/10:,6,False,True
2379,485,753,268,10/13to10/14,3/1to3/0,10/13to10/14:10/14to9/14:9/14to8/14:8/14to7/14:7/14to6/14:6/14to5/14:5/14to4/14:4/14to3/14:3/14to3/13:3/13to3/12:3/12to3/11:3/11to3/10:3/10to3/9:3/9to3/8:3/8to3/7:3/7to3/6:3/6to3/5:3/5to3/4:3/4to3/3:3/3to3/2:3/2to3/1:3/1to3/0:,22,False,True
499,485,761,276,bottom10to10/0,0/9to0/10,bottom10to10/0:10/0to10/1:10/1to9/1:9/1to8/1:8/1to7/1:7/1to6/1:6/1to5/1:5/1to4/1:4/1to3/1:3/1to2/1:2/1to1/1:1/1to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:,21,True,True
1709,485,575,90,9/15to10/15,13/13to13/14,9/15to10/15:10/15to10/14:10/14to10/13:10/13to11/13:11/13to12/13:12/13to13/13:13/13to13/14:,7,True,True
501,486,698,212,11/12to10/12,13/1to14/1,11/12to10/12:10/12to10/11:10/11to11/11:11/11to12/11:12/11to12/10:12/10to12/9:12/9to12/8:12/8to12/7:12/7to12/6:12/6to12/5:12/5to12/4:12/4to12/3:12/3to12/2:12/2to12/1:12/1to13/1:13/1to14/1:,16,True,True
3205,486,569,83,9/14to8/14,9/10to9/11,9/14to8/14:8/14to8/13:8/13to8/12:8/12to8/11:8/11to8/10:8/10to9/10:9/10to9/11:,7,True,True
1200,487,640,153,7/3to6/3,4/12to4/13,7/3to6/3:6/3to5/3:5/3to4/3:4/3to4/4:4/4to4/5:4/5to4/6:4/6to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to4/11:4/11to4/12:4/12to4/13:,13,True,True
354,487,873,386,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,True,True
518,487,548,61,6/10to6/9,5/7to5/6,6/10to6/9:6/9to5/9:5/9to5/8:5/8to5/7:5/7to5/6:,5,False,True
1963,487,710,223,bottom7to7/0,13/10to14/10,bottom7to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to11/10:11/10to12/10:12/10to13/10:13/10to14/10:,18,False,True
739,487,689,202,6/4to5/4,1/14to1/15,6/4to5/4:5/4to4/4:4/4to3/4:3/4to2/4:2/4to1/4:1/4to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to1/10:1/10to1/11:1/11to1/12:1/12to1/13:1/13to1/14:1/14to1/15:,16,True,True
2220,487,628,141,8/10to7/10,4/15to5/15,8/10to7/10:7/10to6/10:6/10to5/10:5/10to4/10:4/10to4/11:4/11to4/12:4/12to4/13:4/13to4/14:4/14to4/15:4/15to5/15:,10,True,True
650,487,720,233,2/4to3/4,15/0tobottom15,2/4to3/4:3/4to3/3:3/3to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/1:10/1to11/1:11/1to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,18,True,True
2253,487,758,271,6/9to6/10,10/12to11/12,6/9to6/10:6/10to7/10:7/10to8/10:8/10to9/10:9/10to10/10:10/10to10/11:10/11to10/12:10/12to11/12:,8,False,True
191,488,901,413,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
2919,488,535,47,10/7to9/7,9/9to8/9,10/7to9/7:9/7to9/8:9/8to9/9:9/9to8/9:,4,False,True
2937,488,662,174,7/15to8/15,12/8to13/8,7/15to8/15:8/15to8/14:8/14to8/13:8/13to8/12:8/12to8/11:8/11to8/10:8/10to8/9:8/9to8/8:8/8to9/8:9/8to10/8:10/8to11/8:11/8to12/8:12/8to13/8:,13,True,True
138,488,894,406,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
670,489,655,166,6/3to5/3,8/11to9/11,6/3to5/3:5/3to5/4:5/4to5/5:5/5to5/6:5/6to5/7:5/7to5/8:5/8to5/9:5/9to5/10:5/10to5/11:5/11to6/11:6/11to7/11:7/11to8/11:8/11to9/11:,13,False,True
425,489,686,197,9/8to8/8,2/15totop2,9/8to8/8:8/8to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to2/8:2/8to2/9:2/9to2/10:2/10to2/11:2/11to2/12:2/12to2/13:2/13to2/14:2/14to2/15:2/15totop2:,15,True,True
3129,489,665,176,left5to0/5,3/14to4/14,left5to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to1/14:1/14to2/14:2/14to3/14:3/14to4/14:,14,True,True
1674,489,686,197,11/3to11/2,6/11to6/12,11/3to11/2:11/2to10/2:10/2to9/2:9/2to8/2:8/2to7/2:7/2to6/2:6/2to6/3:6/3to6/4:6/4to6/5:6/5to6/6:6/6to6/7:6/7to6/8:6/8to6/9:6/9to6/10:6/10to6/11:6/11to6/12:,16,True,True
684,489,599,110,0/4to1/4,3/9to3/10,0/4to1/4:1/4to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to2/9:2/9to3/9:3/9to3/10:,9,True,True
240,489,869,380,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,False,True
2616,489,686,197,7/8to7/9,12/0to13/0,7/8to7/9:7/9to8/9:8/9to9/9:9/9to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:10/2to10/1:10/1to10/0:10/0to11/0:11/0to12/0:12/0to13/0:,16,False,True
1788,490,562,72,6/11to6/12,9/13to9/12,6/11to6/12:6/12to6/13:6/13to7/13:7/13to8/13:8/13to9/13:9/13to9/12:,6,True,True
280,490,870,380,right15to15/15,0/0tobottom0,right15to15/15:15/15to14/15:14/15to13/15:13/15to12/15:12/15to11/15:11/15to10/15:10/15to9/15:9/15to8/15:8/15to7/15:7/15to6/15:6/15to5/15:5/15to4/15:4/15to3/15:3/15to2/15:2/15to1/15:1/15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to0/1:0/1to0/0:0/0tobottom0:,32,False,True
2754,490,588,98,top8to8/15,11/12to11/11,top8to8/15:8/15to8/14:8/14to9/14:9/14to10/14:10/14to10/13:10/13to11/13:11/13to11/12:11/12to11/11:,8,True,True
366,490,888,398,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
2897,490,561,71,8/8to7/8,7/12to7/13,8/8to7/8:7/8to7/9:7/9to7/10:7/10to7/11:7/11to7/12:7/12to7/13:,6,False,True
1914,491,756,265,4/1to5/1,14/11to15/11,4/1to5/1:5/1to6/1:6/1to7/1:7/1to8/1:8/1to9/1:9/1to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to11/11:11/11to12/11:12/11to13/11:13/11to14/11:14/11to15/11:,21,False,True
450,491,598,107,14/9to14/8,10/11to10/12,14/9to14/8:14/8to13/8:13/8to12/8:12/8to11/8:11/8to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:,9,False,True
1921,491,575,84,11/3to11/4,13/7to13/6,11/3to11/4:11/4to11/5:11/5to11/6:11/6to12/6:12/6to12/7:12/7to13/7:13/7to13/6:,7,True,True
2644,491,606,115,8/8to8/9,5/8to5/7,8/8to8/9:8/9to7/9:7/9to6/9:6/9to5/9:5/9to5/8:5/8to5/7:,6,False,True
93,491,873,382,left15to0/15,15/0tobottom15,left15to0/15:0/15to0/14:0/14to0/13:0/13to0/12:0/12to0/11:0/11to0/10:0/10to0/9:0/9to0/8:0/8to0/7:0/7to0/6:0/6to0/5:0/5to0/4:0/4to0/3:0/3to0/2:0/2to1/2:1/2to2/2:2/2to3/2:3/2to4/2:4/2to5/2:5/2to6/2:6/2to7/2:7/2to8/2:8/2to9/2:9/2to10/2:10/2to10/1:10/1to11/1:11/1to11/0:11/0to12/0:12/0to13/0:13/0to14/0:14/0to15/0:15/0tobottom15:,32,True,True
822,491,537,46,7/11to7/10,6/11to6/12,7/11to7/10:7/10to6/10:6/10to6/11:6/11to6/12:,4,True,True
2377,491,687,196,13/7to13/8,0/8to0/9,13/7to13/8:13/8to12/8:12/8to11/8:11/8to10/8:10/8to9/8:9/8to8/8:8/8to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to2/8:2/8to1/8:1/8to0/8:0/8to0/9:,15,True,True
433,491,697,206,0/11to1/11,5/0to5/1,0/11to1/11:1/11to1/10:1/10to1/9:1/9to1/8:1/8to1/7:1/7to1/6:1/6to1/5:1/5to1/4:1/4to1/3:1/3to1/2:1/2to1/1:1/1to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to5/1:,17,False,True
2695,491,528,37,14/9to14/8,13/8to13/7,14/9to14/8:14/8to13/8:13/8to13/7:,3,True,True
2496,492,614,122,5/6to5/5,3/11to2/11,5/6to5/5:5/5to4/5:4/5to3/5:3/5to3/6:3/6to3/7:3/7to3/8:3/8to3/9:3/9to3/10:3/10to3/11:3/11to2/11:,10,True,True
2006,492,847,355,bottom12to12/0,0/15toleft15,bottom12to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15toleft15:,29,True,True
2185,492,734,242,top0to0/15,13/10to14/10,top0to0/15:0/15to1/15:1/15to2/15:2/15to3/15:3/15to4/15:4/15to5/15:5/15to6/15:6/15to7/15:7/15to8/15:8/15to9/15:9/15to10/15:10/15to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to11/10:11/10to12/10:12/10to13/10:13/10to14/10:,20,False,True
2798,493,707,214,0/9to1/9,11/10to11/9,0/9to1/9:1/9to2/9:2/9to3/9:3/9to4/9:4/9to5/9:5/9to6/9:6/9to7/9:7/9to8/9:8/9to9/9:9/9to10/9:10/9to11/9:11/9to11/10:11/10to11/9:,13,True,True
1668,493,577,84,4/5to5/5,7/8to7/9,4/5to5/5:5/5to5/6:5/6to5/7:5/7to5/8:5/8to6/8:6/8to7/8:7/8to7/9:,7,False,True
2740,494,539,45,3/0to3/1,3/3to4/3,3/0to3/1:3/1to3/2:3/2to3/3:3/3to4/3:,4,True,True
3113,494,722,228,4/13to4/14,10/3to10/2,4/13to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:9/14to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to10/5:10/5to10/4:10/4to10/3:10/3to10/2:,19,False,True
1964,494,735,241,0/9to1/9,14/9to15/9,0/9to1/9:1/9to2/9:2/9to3/9:3/9to4/9:4/9to5/9:5/9to6/9:6/9to7/9:7/9to8/9:8/9to9/9:9/9to10/9:10/9to11/9:11/9to12/9:12/9to13/9:13/9to14/9:14/9to15/9:,15,True,True
1364,495,751,256,2/9to2/10,10/1to11/1,2/9to2/10:2/10to2/9:2/9to2/8:2/8to2/7:2/7to2/6:2/6to2/5:2/5to2/4:2/4to2/3:2/3to3/3:3/3to4/3:4/3to5/3:5/3to6/3:6/3to7/3:7/3to8/3:8/3to9/3:9/3to10/3:10/3to10/2:10/2to10/1:10/1to11/1:,19,True,True
2000,495,592,97,top1to1/15,6/14to7/14,top1to1/15:1/15to1/14:1/14to2/14:2/14to3/14:3/14to4/14:4/14to5/14:5/14to6/14:6/14to7/14:,8,True,True
2372,495,710,215,10/1to9/1,2/8to2/9,10/1to9/1:9/1to8/1:8/1to7/1:7/1to6/1:6/1to5/1:5/1to4/1:4/1to3/1:3/1to2/1:2/1to2/2:2/2to2/3:2/3to2/4:2/4to2/5:2/5to2/6:2/6to2/7:2/7to2/8:2/8to2/9:,16,False,True
380,495,886,391,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to11/1:11/1to10/1:10/1to9/1:9/1to8/1:8/1to7/1:7/1to6/1:6/1to5/1:5/1to4/1:4/1to3/1:3/1to2/1:2/1to1/1:1/1to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,True,True
1749,495,639,144,9/4to10/4,11/12to11/11,9/4to10/4:10/4to10/5:10/5to11/5:11/5to11/6:11/6to11/7:11/7to11/8:11/8to11/9:11/9to11/10:11/10to11/11:11/11to11/12:11/12to11/11:,11,True,True
168,496,906,410,left0to0/0,15/15totop15,left0to0/0:0/0to1/0:1/0to2/0:2/0to3/0:3/0to4/0:4/0to5/0:5/0to6/0:6/0to7/0:7/0to8/0:8/0to9/0:9/0to10/0:10/0to10/1:10/1to10/2:10/2to10/3:10/3to10/4:10/4to10/5:10/5to10/6:10/6to10/7:10/7to10/8:10/8to10/9:10/9to10/10:10/10to10/11:10/11to10/12:10/12to10/13:10/13to10/14:10/14to10/15:10/15to11/15:11/15to12/15:12/15to13/15:13/15to14/15:14/15to15/15:15/15totop15:,32,False,True
2770,496,949,453,1/4to1/5,14/12to15/12,1/4to1/5:1/5to1/6:1/6to1/7:1/7to1/8:1/8to1/9:1/9to1/10:1/10to2/10:2/10to3/10:3/10to4/10:4/10to5/10:5/10to6/10:6/10to7/10:7/10to8/10:8/10to9/10:9/10to10/10:10/10to10/11:10/11to11/11:11/11to11/12:11/12to12/12:12/12to13/12:13/12to14/12:14/12to15/12:,22,True,True
1550,496,582,86,0/15to1/15,2/11to3/11,0/15to1/15:1/15to1/14:1/14to1/13:1/13to1/12:1/12to1/11:1/11to2/11:2/11to3/11:,7,True,True
2344,497,731,234,14/8to14/7,3/11to3/12,14/8to14/7:14/7to13/7:13/7to12/7:12/7to12/8:12/8to11/8:11/8to10/8:10/8to9/8:9/8to8/8:8/8to7/8:7/8to6/8:6/8to5/8:5/8to4/8:4/8to3/8:3/8to3/9:3/9to3/10:3/10to3/11:3/11to3/12:,17,True,True
2932,497,588,91,8/2to8/3,9/8to9/7,8/2to8/3:8/3to8/4:8/4to8/5:8/5to8/6:8/6to8/7:8/7to8/8:8/8to9/8:9/8to9/7:,8,True,True
913,497,710,213,2/9to2/10,15/8to15/9,2/9to2/10:2/10to3/10:3/10to4/10:4/10to5/10:5/10to6/10:6/10to7/10:7/10to8/10:8/10to9/10:9/10to10/10:10/10to10/9:10/9to10/8:10/8to11/8:11/8to12/8:12/8to13/8:13/8to14/8:14/8to15/8:15/8to15/9:,17,False,True
369,497,888,391,right0to15/0,0/15totop0,right0to15/0:15/0to14/0:14/0to13/0:13/0to12/0:12/0to11/0:11/0to10/0:10/0to9/0:9/0to8/0:8/0to7/0:7/0to6/0:6/0to5/0:5/0to4/0:4/0to3/0:3/0to2/0:2/0to1/0:1/0to0/0:0/0to0/1:0/1to0/2:0/2to0/3:0/3to0/4:0/4to0/5:0/5to0/6:0/6to0/7:0/7to0/8:0/8to0/9:0/9to0/10:0/10to0/11:0/11to0/12:0/12to0/13:0/13to0/14:0/14to0/15:0/15totop0:,32,False,True
3391,497,768,271,2/14to3/14,13/6to14/6,2/14to3/14:3/14to4/14:4/14to5/14:5/14to6/14:6/14to7/14:7/14to8/14:8/14to9/14:9/14to10/14:10/14to10/13:10/13to10/12:10/12to10/11:10/11to10/10:10/10to10/9:10/9to10/8:10/8to10/7:10/7to10/6:10/6to11/6:11/6to12/6:12/6to13/6:13/6to14/6:,20,False,True
3096,497,664,167,8/0to8/1,5/9to4/9,8/0to8/1:8/1to7/1:7/1to6/1:6/1to5/1:5/1to5/2:5/2to5/3:5/3to5/4:5/4to5/5:5/5to5/6:5/6to5/7:5/7to5/8:5/8to5/9:5/9to4/9:,13,False,True
2325,497,546,49,5/1to4/1,2/1to1/1,5/1to4/1:4/1to3/1:3/1to2/1:2/1to1/1:,4,True,True
1738,498,572,74,4/6to4/7,5/10to5/11,4/6to4/7:4/7to4/8:4/8to4/9:4/9to4/10:4/10to5/10:5/10to5/11:,6,True,True
597,498,707,209,12/3to11/3,7/14to7/15,12/3to11/3:11/3to10/3:10/3to9/3:9/3to8/3:8/3to7/3:7/3to7/4:7/4to7/5:7/5to7/6:7/6to7/7:7/7to7/8:7/8to7/9:7/9to7/10:7/10to7/11:7/11to7/12:7/12to7/13:7/13to7/14:7/14to7/15:,17,False,True
